1
50000 50000
27260 45672 9902
43181 38740 94451
23408 19231 9259
18873 29033 21546
20981 4301 84127
43360 19859 65090
16801 29223 1807
45848 32203 46799
26617 29850 10199
12771 44843 90571
38060 16328 1770
15238 28389 96681
36546 31792 4799
33468 45201 46998
39240 13723 98748
47797 2698 47291
23252 42646 75365
35344 22513 89485
34832 44748 50293
5268 28239 20340
18023 27354 93648
10163 23711 83547
13840 38865 79958
30298 30814 21257
24829 21599 41604
7411 36841 34326
40721 43730 5574
49207 24471 82631
5105 38035 35449
48568 41573 85009
48052 35192 56891
18899 24829 12378
27148 9920 76862
6278 33605 85459
11534 3362 75605
19071 31398 44443
39187 48627 75382
12356 14141 48793
9588 33463 21959
6264 48939 66315
7039 15090 79255
16793 33572 70601
41994 14503 21976
13385 8054 90067
13329 47194 45286
15251 39408 57611
16301 10769 9688
29178 2669 86449
8497 15548 75968
9779 44818 30195
35288 11999 88758
47504 41956 90927
27216 27041 29386
41219 48389 28181
38931 30493 97647
48825 45687 12192
37772 27904 75613
32672 30901 14730
40359 22401 92703
32274 1717 45690
39556 30015 68257
18261 43151 94909
35969 8427 14084
20985 6225 48352
12795 44849 77265
5530 43198 19795
17930 7954 7184
17599 19534 63665
6710 8312 21023
32608 46655 12819
16649 41600 3482
8743 36580 15300
17627 35709 20072
22712 987 99236
34695 29168 38553
42929 12083 97345
697 33055 44655
42434 37218 47815
47913 40797 83479
10247 25168 56452
33168 7040 55908
6267 43924 65109
24601 15731 8123
21797 3459 81592
26789 37683 65645
22299 20542 26950
9167 34105 50040
23311 13689 94764
18673 16692 80274
28203 41387 18301
9057 24470 14068
2204 44727 49115
48576 24926 8499
9719 47868 97832
42319 8423 51386
20819 20795 38490
9296 28765 61516
48908 3365 13780
19267 16169 93455
37054 40055 8369
44446 21135 19025
31987 18557 75529
26935 27316 9493
37397 5112 15095
24980 47004 62015
262 12514 14151
19552 16073 10463
45759 47795 29783
38988 20627 47416
4891 6151 19836
34228 43961 59082
30397 49904 1858
12820 26916 20822
39597 16555 82803
22837 5080 18019
30138 2973 96576
15150 48817 63911
43105 28396 61433
28995 15866 80469
38630 45187 59710
46218 516 81897
27443 10272 33349
31746 24899 72714
13965 16248 75624
5917 7681 3618
48732 33551 8716
36215 35879 63375
40329 39208 26709
25343 32740 85179
4162 17911 47335
1907 8659 46001
3541 46569 72173
6135 37362 37284
38554 49155 58809
3816 45427 98782
24624 31055 87502
37670 40137 74809
8604 1454 89448
20521 36819 32532
38650 15999 64922
46335 43342 38698
40241 31205 41728
14566 42633 8912
755 27528 61599
11925 45793 4125
4140 32794 38333
6006 32840 9635
7506 4256 50116
15623 31112 66125
5762 37167 12141
42035 14657 74363
19471 8136 45430
35421 31312 59276
1208 17007 87958
15880 32519 31785
12663 6819 53095
9111 37158 56470
26714 42492 55333
32455 39144 32082
34972 29622 40721
20643 3996 27035
34799 13144 50948
37894 5003 79523
14534 6954 41804
23574 28367 98395
11870 16765 17073
25100 19630 5851
33934 7662 40878
6577 49880 18984
42308 25998 32049
48816 24947 93497
8524 12470 34724
49170 12407 66481
18448 35061 40189
47224 18850 33749
19161 46128 18337
36598 6674 85752
18150 29477 3905
1724 30178 60831
10440 39315 78341
18697 36760 56688
27344 18167 30788
21019 26296 75719
1077 18921 14134
2504 38112 38826
35282 46678 18731
2594 45763 53015
7346 33726 22948
49358 20590 68338
39733 11828 72307
12875 6577 78452
2960 4323 33905
16129 46146 84922
47232 47428 90490
16661 4127 49139
21698 44473 58102
5198 14877 81501
45559 8063 39073
5725 38429 77866
23394 13622 30045
35066 35686 43590
10125 6338 28002
12328 42437 491
43615 32235 76486
19352 43713 40617
47257 15579 8788
31544 15554 43776
42991 30133 52095
5331 41361 1440
33680 35377 46663
37716 16203 31760
9766 24046 57567
12844 30091 43148
37613 38646 36488
40781 7438 85087
22884 45064 68813
15506 31708 89374
40156 28191 23471
20889 7978 31396
28148 5305 46498
34457 22718 93402
11156 1522 97926
9287 30442 88400
42 44638 29073
5346 10562 18093
44376 16665 79074
39914 31466 96942
46266 1356 61914
34507 35895 75352
5836 32534 5844
32332 43222 87641
46213 41649 75677
42987 29091 85521
38742 7994 59015
2036 133 99850
18073 2233 99386
42747 32292 66815
27032 48801 92802
41236 25348 6492
34496 33151 19152
11933 19967 86895
9640 45899 29434
22088 41484 54994
26887 22917 64880
24515 42024 86215
35323 3778 86910
21800 38227 9982
8699 32820 6143
45264 3311 43231
32953 49345 5790
18651 49869 61950
32445 19281 76499
31415 42544 55155
15701 26239 44034
6605 7566 80527
6533 40823 69983
1312 12092 5454
11669 11147 14073
6939 40174 89489
46192 26304 50074
20757 9108 75444
24479 12281 66432
36974 58 64287
44781 23441 8128
48483 24238 78836
34688 36598 35814
41830 17615 73569
40121 17650 76178
5140 36568 8447
20569 13844 4904
42015 11149 61665
48315 42770 31837
11548 10670 57964
46253 36085 71670
37573 3998 22179
37566 33980 97040
44519 17639 63753
5158 42625 49065
49399 41462 41232
31038 9367 15500
37092 44448 55005
45804 22298 66630
43376 42915 44398
33943 12139 57275
11056 5171 11445
27365 5175 529
489 21998 47085
11707 25591 12462
38625 44946 41769
4348 8268 37962
19424 673 11126
38143 32692 98089
17664 18579 86384
265 37588 77268
45303 37949 78475
16634 38168 88954
41479 16665 35870
28784 12520 97498
46143 27991 90680
25069 708 46144
42351 19878 31307
29356 3664 1158
44157 43158 55070
35085 17544 1948
44843 26159 12839
18707 22042 64060
49151 44639 37254
27462 923 33637
19169 25849 87204
48506 45743 93931
15736 40135 90819
37134 32071 10017
2950 486 30319
17731 30246 67828
360 32738 39097
45183 44362 76344
37891 35515 80097
35813 30370 9890
45813 48417 25841
31114 16382 34353
22568 31000 61738
16579 20421 40147
45488 4412 1934
18907 5033 64177
23789 19335 38882
49934 5111 22616
8816 25453 73742
26104 8004 62863
12220 13898 97620
48179 7590 30703
23389 6861 48423
25758 43754 4770
38448 48709 34518
48411 19093 37521
41477 48501 31660
20683 22209 64296
37039 45655 99849
37757 47517 66693
31784 33234 40796
30102 14909 44222
37389 1388 39075
15255 18306 71779
16216 19979 22060
29597 38784 21849
6451 14935 57640
13344 47162 73984
20932 13482 79649
38520 40433 73010
29656 16704 78776
33056 40598 74938
37923 591 51197
31192 7542 22595
10948 30172 33920
30659 32202 19900
41096 14179 52470
39146 34088 55664
119 27025 69095
38622 21802 85543
25398 4562 25631
7303 45073 22783
46353 48972 43062
16840 21686 84900
6776 32723 23820
13746 44252 17249
23737 10009 61004
17397 14855 68257
43368 8597 8714
46068 36450 73704
14090 38759 93839
30850 48506 49955
25000 49374 8195
2154 33807 17973
7176 40230 17710
46815 48368 55426
32858 19281 68900
41377 23200 24854
22590 4607 9509
36514 4048 65297
7762 10494 30663
22331 27491 84601
22901 7856 59877
23734 10300 69481
43073 38364 47237
30876 38798 47348
49521 11078 26112
19816 5487 91961
21680 38787 75017
38605 45123 82732
45283 16672 15599
41048 17040 94796
46943 8428 40206
21889 30716 81195
12788 34932 95601
46805 5180 81843
44462 38181 15264
8076 5952 96559
4547 12094 93506
31642 11025 62461
27929 30651 99754
24737 45841 67435
3458 5606 40161
23701 29579 35202
42956 28741 32372
43688 9315 42744
14760 7300 1714
33044 48526 15160
15091 15628 20717
26650 31354 57163
41728 24803 49459
38531 40492 49675
25520 24215 81241
17231 41525 5710
17873 46992 95257
27317 43034 93840
34850 9800 56759
41670 43055 61183
10448 40311 28319
40844 35303 11590
46847 30952 93396
17826 2277 74150
29908 20485 19996
10463 30614 79369
22920 37570 90645
5589 8549 96013
26298 9180 29249
34966 19483 84295
21450 6866 58772
23135 8753 62919
7432 37242 9101
6242 25221 72293
6350 32984 64668
32812 26342 29823
24891 19765 58307
14539 36699 1364
44661 4250 62230
28998 45512 66052
26184 12136 18477
47052 2969 75852
49891 3354 52747
35489 30379 89187
40056 2115 16960
22094 901 55121
24125 16725 89549
3684 19361 84195
41274 19617 20093
31424 35253 26066
38967 34596 1548
28101 138 94953
36998 33204 99980
19724 3212 41747
4723 36161 67319
47287 8662 97059
2980 24179 18013
34664 6601 85943
13649 2691 37631
21703 41833 77208
49831 38266 3152
31414 8800 58087
48484 24574 33134
9614 7858 73559
2362 7141 25210
6961 23615 34412
13797 32625 80128
47385 9166 92469
38104 11311 48019
40297 26058 18177
37765 49864 73091
12764 33940 34910
36845 5188 7238
37667 32407 65637
49410 10843 82090
25275 10796 68733
6709 27054 58902
22111 26593 61254
29165 37069 73510
11075 14566 75424
6239 11692 73765
45090 34552 44421
22235 10130 53783
16854 17086 67630
45026 11784 51901
21837 31240 72534
49938 32899 62063
17526 4854 75989
30511 31390 58968
25093 20919 91721
40966 2694 98413
18941 29336 63213
16016 44155 41178
14977 15829 63748
5667 49611 95116
33646 40678 62952
48742 10772 31948
29625 44656 46512
10795 22249 63381
42649 37057 60497
48313 40637 2790
5839 23126 13886
32528 3502 73805
48006 31586 37039
36110 19453 12988
41257 29510 35650
38852 5261 35142
45951 40069 41306
3768 18353 30448
1939 47245 63377
18932 29730 16923
12770 19950 46258
32569 47967 10328
12222 24906 35100
17508 42401 44477
658 23208 7754
30898 25197 15502
11489 48477 1310
787 45822 68544
13175 24530 2932
29238 40074 77855
47713 32902 50791
23556 46020 37618
41504 29074 45268
49955 36034 3300
11688 21822 67082
1440 14146 53811
34953 24216 62497
41278 45156 47310
32952 24530 91479
34177 11830 28360
35008 35868 18662
24132 18799 55628
19974 23698 53069
42588 33822 20981
37961 1782 30471
16374 22918 17314
22070 43249 82450
789 20232 26943
41353 16219 96515
31255 40165 7482
46276 35616 5589
32305 32355 3639
31468 32352 12845
22959 7999 65064
33613 1818 46386
28802 43362 70120
11581 32302 52835
33210 5950 81625
24817 9446 68632
49293 47892 43035
24674 34400 56092
17043 17816 16719
15421 37382 1139
29274 26479 61222
48219 12129 85951
28548 16950 57572
34691 42986 1053
32393 17487 73878
44067 12553 28585
451 26354 87616
10514 2035 90764
975 38564 4560
24615 38848 5516
12516 23926 77929
17524 45601 79533
45454 43528 51053
2255 79 19365
15779 46701 72263
18033 14414 29789
11958 8446 93372
20656 30045 28820
40202 27091 83790
27057 23477 65922
28087 10286 5818
15 12542 9147
577 9390 25101
45455 32138 34150
28003 24395 48644
8804 27439 15703
23887 1686 30379
29573 28677 39628
11023 14088 23025
2065 21032 84941
32158 44865 83096
17994 36968 98220
47185 49766 70323
16936 10992 99521
5582 44207 51140
13819 46129 79786
11821 4434 83224
7453 12067 6447
23222 12234 536
44468 32674 64452
22775 13461 57685
28530 6977 98640
11009 6792 46534
15399 26095 51186
35610 38458 21151
20774 25350 45417
43385 13397 12855
21573 38011 95218
4524 20424 24604
5101 24810 6696
23235 14430 16526
49391 15219 44785
45301 14557 39716
46335 46442 73642
10209 16891 40515
33923 4610 10835
1766 48930 52138
13578 35401 48664
22248 22517 93918
39666 1273 48075
21632 25345 93024
443 36588 42608
27699 33311 73004
41534 26202 82909
21769 31580 60747
31028 22275 22636
19603 1766 45931
44066 44763 1482
36753 13958 77639
11856 642 22757
3009 32286 32852
24401 10779 8153
22736 30622 56829
22687 5545 31306
47952 26235 40603
48576 43611 18733
3641 1036 78452
15565 3991 90314
37093 12049 63967
47269 42232 16546
28596 18545 54452
22790 33373 79723
5375 18915 57290
48346 40551 25202
16936 46328 96074
47990 39101 21554
8869 5954 72586
39989 7895 58474
17200 9 26782
2536 45617 52432
23187 4188 37204
27410 22330 40500
233 22511 57066
32124 36208 40820
37122 46834 85202
34416 38850 98479
4843 6526 15842
29169 3483 17723
42871 36928 10230
24483 43231 68925
11907 9552 94496
36503 42082 82503
14025 26966 79178
16159 13092 71153
14836 47932 51371
10658 16312 10539
40332 13179 72853
40036 34344 90931
9180 23335 2668
36055 46090 11429
35084 3082 4534
22226 9969 22116
37073 23350 35638
26682 34086 91845
39723 9999 60739
12170 6176 50656
16302 23657 49450
29066 20418 93800
32638 6076 73129
31531 43191 29233
24483 28772 7066
28888 6925 78665
4432 641 24562
49019 25200 18792
37106 28670 85400
35257 3745 76570
39051 708 36866
16871 38073 27573
8151 29790 24282
49145 6161 65476
31556 30242 84726
4110 35750 80894
25669 4452 67720
32206 30010 57786
14584 1323 65768
7562 7301 62788
12604 36626 19959
25046 32338 71193
15974 24804 97070
33966 3017 53164
33710 28661 2384
35890 15040 59273
13018 24528 21499
42475 2404 93794
5992 49872 11121
22211 6141 72656
16806 29100 6532
2961 38704 12381
13722 19567 65579
9887 29866 48687
4785 32538 22398
9036 18958 8908
48290 22439 58198
38911 10710 50281
264 13669 34201
22601 43477 38881
27728 14147 60295
17229 3129 81532
36904 12511 51355
31387 34584 43970
34159 36359 28363
15978 12472 85705
20002 29268 93959
34621 23542 50201
2980 40613 81788
32700 6283 90468
23391 19570 72664
5379 15264 59823
34677 13716 87309
40662 10817 91449
10510 12553 74019
26989 3084 70577
29679 41983 45917
35291 27136 54559
43920 29922 60623
21449 28653 37583
45497 39207 11903
24488 45437 98669
6533 29702 77182
48581 40733 73984
9484 8962 62703
48144 14911 73597
48652 7812 76016
8387 7311 75511
8804 36634 57480
40706 15718 65353
14920 26476 80128
29869 49904 73892
9486 18415 54190
28689 31539 4593
29026 42945 49019
22822 10864 93302
45315 477 33929
30813 49490 75836
18988 26548 53437
27068 48983 32324
34159 43248 77333
39800 36458 48075
16938 36660 43784
3869 39171 67614
34005 38246 23007
8423 7897 6904
30546 46452 66885
18628 29667 55658
11791 31696 78739
49342 14306 80340
13040 33074 98516
18211 1942 59291
9850 36278 11450
39644 11458 16677
30686 48554 77568
6848 42495 30729
45534 34343 80773
15298 11152 38104
48775 26219 30669
23284 4529 39487
23647 23435 96418
46258 34919 36926
2517 27536 99694
24620 513 61236
26717 29140 35521
12344 45535 42272
17066 44909 87220
29619 42160 81023
13176 17645 66058
42994 38973 81097
22589 245 31439
41180 47166 11503
47169 37577 4238
10694 38254 16750
6064 43631 64373
30274 20575 77690
9173 8626 1760
20345 42039 27624
37115 23920 969
36946 3098 17821
10311 7880 71576
28414 31652 48265
45560 41017 44243
20616 38195 94187
41849 22734 88922
12930 2778 91721
1438 27857 19932
43554 27660 48051
38332 35130 13979
14893 48557 17295
1400 38733 53643
42608 33148 50086
21810 42846 14083
23221 34358 73299
7761 33536 53065
17840 20255 15425
45315 5327 67245
13944 44558 65577
27501 35694 11440
718 29786 18170
8900 18392 70483
22098 34645 2872
19828 21188 26240
27344 20095 27325
43743 5892 94640
8440 49219 17545
29220 5074 80872
45616 16152 5383
12578 19923 30619
30574 9139 45875
7148 19455 79977
48435 15561 47309
13035 19762 34511
22263 26013 17962
16966 18130 6225
26851 4743 38605
34560 19298 94
44889 37797 68232
9911 15850 76499
12579 36455 78479
34544 38793 32864
18338 34373 80459
49811 15272 41165
21352 14534 95373
7058 42652 17465
45872 5382 84811
35399 230 59699
30302 36373 91049
46055 47490 21624
49648 41171 95956
33206 23490 86673
26115 22675 44751
46548 3355 4664
42962 47444 53498
19670 38261 60437
12100 41505 17989
47426 44137 44788
27510 7181 781
25713 2899 99418
32084 13556 20962
45432 3067 59873
18087 8642 59733
17516 35076 16673
33200 48286 31950
48801 8073 40985
25303 36547 89463
6185 21226 34931
7847 21361 99894
49693 26383 47651
49208 5956 84411
7789 34506 43208
39290 11855 80081
25168 17047 80388
12410 46483 16880
30513 19532 96189
27827 48611 90872
40523 16247 14628
30349 47894 56547
46910 18506 36974
34296 5321 95151
25482 33658 54784
16616 25060 23537
42479 1639 89377
44318 9144 94642
1817 17163 34937
10537 39473 40825
34780 41204 30488
12998 17257 83252
9644 22020 45770
47472 15068 94926
38093 8441 51410
27160 20895 50369
19320 31112 28716
40637 35322 76068
41540 43320 54137
49552 29587 94905
25494 1410 51069
42828 13385 63719
10186 41151 52233
37067 20148 78610
37843 7509 12821
28834 22099 46093
8138 30919 37340
24555 49418 20878
6101 1310 97748
14640 38672 8539
35273 46256 79622
15864 9549 57074
9406 30533 89367
49119 11211 18227
20989 44261 96
28119 269 48405
21645 37545 75407
49952 36265 52791
5513 24220 64612
25421 48982 83296
22415 15267 26981
31456 39352 521
12927 32762 87438
17120 15084 50703
19247 41618 84312
23894 71 41238
21871 32815 94289
48056 31123 35424
13289 26240 39943
44744 37464 43011
17688 45763 83443
45740 510 62079
6862 37775 32760
32642 9313 21927
49081 14714 27459
28569 37960 48294
48826 24905 27800
36916 205 71633
6978 25525 21746
543 19456 99666
19416 22885 51135
8786 9584 5810
48791 6040 56136
17161 16551 52588
18429 30883 33056
47582 23076 91594
34348 34301 76139
42315 16053 86496
7507 7338 80590
9423 2674 81156
37491 13 94204
14222 3177 77927
13561 28660 36370
32436 14932 42971
5603 45075 90922
7179 15974 94415
803 36848 64350
12844 39384 47289
28761 6991 54881
9429 48226 40561
9116 38846 35441
40225 9005 34764
13023 48761 802
34615 22002 58461
49354 34730 81579
29943 1008 30158
30928 46601 93584
5245 43149 60386
22408 12130 78599
11277 28261 37258
15481 13936 75708
37048 43870 70986
5491 38850 80540
47276 48985 49015
37264 12758 38187
24367 10042 57729
43406 9866 91938
43652 38867 8509
12750 27389 81883
14147 33236 6716
19898 39349 5666
39472 9797 31058
47444 45949 37149
13672 23631 55203
31645 27778 20773
30587 41553 12455
47568 3827 72237
42475 25003 54582
967 30480 33824
29882 38733 2329
46761 38659 47577
28890 11795 26162
16072 29491 1156
45338 21935 60783
42897 18398 1426
41157 22658 76461
24236 22566 82179
29840 13718 11157
30222 10075 98494
6933 31664 64909
21251 34555 48029
36132 25644 52774
3448 19 75378
25994 7320 58522
41048 2115 64568
24848 30104 69508
8145 3038 73037
17566 17755 7805
44355 26804 23652
15406 26218 33575
5591 37865 38926
3809 9094 35418
18423 22701 65032
14180 23793 17169
33089 44297 34644
36163 20689 42473
33535 34856 12827
15610 39886 32695
17885 14848 18895
43306 46002 97141
24026 20813 31567
22334 2429 18467
20100 10241 67784
36496 15196 89520
3030 19683 98653
27010 22589 86842
27595 27827 24899
36525 11252 57031
44683 42025 73880
39553 42876 17509
28479 43226 75708
48905 29199 83844
12702 42766 71568
3357 6264 71361
32961 1371 21914
12959 4124 25467
25128 42623 58113
41168 40852 11357
9429 9128 50757
48524 41696 77025
46130 20637 59972
39036 15100 66676
29181 25105 44268
20448 10616 99522
7392 25672 76197
22013 44736 69344
10683 19502 68810
33829 8886 46298
34949 4970 77052
21514 9029 68152
26386 25499 17076
48341 148 38404
14166 4066 82031
43641 24866 73271
25112 6340 76917
1112 24209 71509
2093 38748 48855
37447 37630 97172
21031 13612 74192
16731 28171 70428
32035 17861 77818
30206 25468 66105
25897 25706 39834
31002 9151 16461
36411 38865 38323
47627 42031 26744
12199 49825 39345
19940 45460 66635
21501 20936 92209
49401 20975 81293
12446 12566 26244
23065 32676 6475
37566 40192 80848
12896 2179 46976
19625 48550 14739
37860 6785 68759
38758 49351 5369
26934 28475 67588
37642 41684 72416
38735 19545 24944
12100 17267 48954
32480 43861 50488
48876 42475 78569
37897 49836 7351
19025 31302 67276
39352 43738 65922
25521 21259 85863
8495 16124 85156
1267 8888 27075
19180 1210 77385
28861 32791 63018
30274 18191 14638
35791 18157 63859
26985 17 70959
20981 6607 56569
13305 3558 9467
27185 47242 43699
22302 32669 93331
42384 5772 61137
2723 34046 77001
39376 31548 71497
39250 14714 98889
5800 3079 60463
39808 49778 97809
2526 40268 71206
36718 39357 13965
176 22195 8750
6129 22020 53679
48065 39245 84438
25757 5660 52820
24975 1721 17881
43851 16069 74045
42839 6968 35860
44639 10619 47397
23137 42540 99548
46946 48360 33532
11943 42407 70320
26021 30460 95924
23403 13332 82800
41739 17870 78592
6672 1383 24831
26524 19578 62624
35037 37900 1773
25326 1104 67078
24690 8540 21299
22506 48847 49940
25744 13734 785
41315 3539 76824
5456 43934 30441
43755 33002 69088
41586 17217 89660
15264 1352 51554
41296 43186 49460
38254 7915 88335
21597 16156 10617
22639 12616 20815
25831 8591 31302
4018 34289 65397
41120 3153 57057
11497 32779 35522
42247 26604 94647
15148 44022 42049
35237 17405 66446
20920 6457 3508
15866 9992 39344
31938 45856 7754
13651 38109 14000
11609 20412 71812
6676 14709 51211
11083 44881 94576
19245 15168 19707
18876 31100 63862
22608 19529 66517
12899 12380 39728
39377 10232 54361
10818 2298 47349
36089 7975 10704
4885 34460 40417
4098 21755 77012
5598 49592 87032
36252 5386 12305
14619 631 25297
36465 14550 49870
35976 16235 12887
5300 38521 11965
28391 34879 76106
38152 42276 44170
20916 48835 19961
4416 39460 52872
11777 40802 33047
7203 39612 99616
33593 28138 47521
47643 48151 28801
5305 43403 51726
22149 27635 22940
41101 3434 10530
22274 40905 38842
17297 22692 78211
10449 2052 20524
3261 43439 16558
30754 31662 74314
15167 34350 13717
13355 3590 24370
36019 22857 28750
23829 39551 92324
9745 13331 38652
10860 35183 87606
21054 31343 77177
24101 43 88693
45658 42821 90023
45768 19191 79729
38211 26222 93359
40227 35996 27120
28937 4594 45289
20722 6126 60051
43497 25095 20493
33874 37518 25364
44589 41593 17604
920 41239 93106
852 1183 21192
40972 16537 85838
31935 24586 8625
4336 2073 12494
1376 41375 30407
43300 1573 78297
17590 2900 96621
7670 39289 79168
27236 49949 13973
42669 3048 28705
746 43081 48388
11564 6165 38066
25645 26818 22265
48139 49175 61623
45892 7403 1718
37978 2558 50404
2326 41726 94283
20126 2472 36623
25969 32714 79696
31502 15817 82461
46517 42832 40214
9497 42629 14839
7445 32007 64270
18625 2569 6961
21911 42153 73571
38920 48131 84717
39613 15300 63281
46315 33199 85057
15599 48434 56298
26609 27460 12118
6214 33532 45541
20696 41820 25619
46492 38018 56012
49055 5062 17159
18978 24385 29536
31904 22371 82666
35710 12861 91144
6917 18400 16762
3578 7417 65495
11612 27299 76561
12988 5289 25766
40298 3682 31084
15941 6679 84345
30393 10617 45615
41686 22340 47436
48087 29625 17953
23148 32541 25695
26503 47900 95537
40930 31037 47444
34163 27529 46028
36089 8519 68087
43747 31289 64423
14043 46934 34059
10904 22322 92532
14633 29858 12960
36204 14663 35505
6332 48212 9737
12741 11254 46274
18210 28369 64562
38821 2229 65309
31543 3664 79885
35987 815 38207
21845 39061 80738
10950 47836 54409
10089 7875 33285
20585 28016 95364
9639 17378 38338
8385 22402 71919
42194 15743 68560
33210 19312 63564
584 3131 69969
23402 15743 6451
10867 6811 37534
11705 19768 18912
34186 10800 14139
4425 7881 69140
28761 9681 18686
6670 1722 19984
43748 41505 34884
21449 34638 51748
13080 36528 40584
34942 12626 32978
19831 49577 45867
27681 6936 65739
3331 41542 42617
10857 5057 56299
14611 14484 48123
27783 45721 94186
34685 48784 78039
46549 43252 32984
21730 26407 15096
14914 43949 85038
11446 10875 87408
31217 23198 14083
31352 5587 98539
41365 13134 41182
40496 31368 80197
44511 45426 22351
38998 16316 62532
8369 20754 61084
47806 13310 8954
4355 48637 83893
20023 27972 31169
41368 6494 45430
42580 40507 3551
45491 17929 71639
48685 7631 81091
7987 5850 80122
45741 22423 85711
21979 39001 84885
42898 15153 79195
47117 37891 36537
21801 22165 69456
20841 3165 1889
7730 648 4386
6739 31534 49169
12742 40447 24033
21245 26980 5667
1783 32698 97257
40654 38193 70470
21370 6881 42444
13028 4858 21337
38857 46651 81417
2901 9752 14189
5575 30828 23559
6166 13867 89110
34807 10754 69733
38930 37548 18418
2465 39917 22576
39474 20419 68220
25285 44766 75338
19039 8419 71240
41356 29865 94495
10944 16070 54647
21755 23222 75196
33770 29569 73946
27167 15619 27865
30848 16964 63637
39637 49915 86144
16012 49952 92983
15078 1728 47451
46882 38096 77858
35337 39978 70477
28595 10275 66689
49643 3999 37307
35559 47877 51716
8530 34541 92862
27577 10004 38577
45898 13185 58908
42550 27804 79551
41873 25683 82718
4939 22029 47601
9663 3808 36709
31530 14909 79036
42364 32911 74621
46122 17533 91290
724 36831 73928
27119 3346 83731
35106 39557 25331
34600 2998 16465
16984 7486 95644
19938 1036 29238
14494 33718 5130
45371 36696 37225
42226 12251 973
6090 14896 7223
867 17609 3846
13335 30519 15525
35272 46674 34598
24437 35996 67765
13711 21538 12290
34850 18966 63267
34072 19448 23910
33702 8309 50389
40084 34588 40991
10917 28421 96793
10936 14797 92340
37183 18562 58040
22465 39882 95746
43314 46280 70357
33689 25496 35949
7052 22574 77442
39689 34164 83491
28037 15877 29455
27318 9828 75365
11371 49920 79521
4795 12753 28116
26211 43819 61010
42631 34065 52335
13763 37451 52993
7208 5418 36160
34233 45767 32539
22289 42537 84240
13879 20940 46582
47734 1087 20966
24023 40516 51636
245 30935 99972
35259 16396 79037
12716 33129 46189
14840 47221 13763
21264 6047 7868
47076 39417 88847
15986 45024 84205
49399 11807 66164
10517 11674 28969
18091 45628 66129
1793 26073 44127
17946 12273 74244
47496 24769 78717
25277 35625 3309
41334 2957 9979
6853 41568 2589
24276 16226 86934
49134 46179 1677
37616 24159 77619
4261 16144 22066
31597 31647 85730
6717 42092 32597
27402 38048 93584
7799 36193 88836
44968 36718 3996
44486 25036 23980
25428 12708 18066
21780 35532 29226
11855 7067 2885
2706 28926 78057
5439 18407 35173
31001 5892 36520
18842 7906 37101
41721 30493 80427
20882 44053 99085
20388 46389 43249
47787 15309 42186
27294 44533 63281
41949 15065 550
30726 6651 31260
23219 45810 50957
7402 27309 34630
31133 26965 6603
16685 19384 79218
22145 23203 26565
3630 3293 23480
30560 30134 33581
41478 5905 35415
46944 13391 65456
29201 13203 44505
7108 35184 49658
7802 45795 39230
14846 47135 21482
27223 40031 43013
22227 30007 4119
13923 42370 33125
10966 15323 77614
44089 32959 10968
46104 25170 33212
18038 16847 33474
18396 38258 37798
19583 2105 39762
21023 2422 34673
14845 16070 52724
10350 29783 63291
10573 36675 4280
33614 17046 40389
8602 15618 93352
13394 2449 47174
12404 14767 54073
32322 6879 15069
27034 45699 17345
5623 6436 62131
29275 39083 11318
30561 44346 814
19441 1876 60367
29149 10287 3026
15391 48320 25133
30715 36715 73044
48156 47531 67029
33545 34933 53639
9763 6405 23953
8109 13611 18781
29939 43115 75062
46556 26775 96680
18927 47991 4818
34746 48762 77288
42243 2736 87535
34515 41686 93243
11884 11486 88731
1663 15967 41580
38062 5828 82588
3870 43029 23889
32447 24701 89144
25455 15177 81568
4811 20716 77868
976 39724 1582
23616 8392 46058
29591 36181 75116
19776 30881 60117
33393 23693 28223
15274 30416 15353
23518 45651 26191
7347 31682 29364
21051 8086 23369
21931 24428 20662
30926 16655 66077
26906 26574 43704
33277 330 86116
35868 23828 17610
13602 13189 31251
34946 33267 13977
24237 31677 55515
19266 46335 7591
4269 28064 97172
31949 28009 41167
22409 7314 82252
25135 21186 32886
36718 327 51758
45644 43790 38387
20161 2538 72258
1637 18846 1787
49676 42920 4820
7427 30651 69860
26662 42915 55857
33549 14829 82896
21570 45594 47858
3820 40292 50641
1530 47437 91076
21555 35542 49595
24267 48085 5924
19308 20956 57974
46048 44187 73120
47388 44182 48375
29437 1004 37737
25839 25324 20901
17352 45515 87197
39133 22530 50453
4450 28882 58947
12000 13892 99913
7896 32219 82689
40952 15313 78528
24050 35731 10170
17852 22509 87950
19202 44930 93000
13664 22162 45075
39675 9096 50272
38846 29211 55722
15031 42110 16415
44812 37171 35150
19988 25177 68650
15474 8233 91828
10300 18892 35500
42493 8651 12454
47674 37339 37889
43019 3497 8804
45089 26640 95628
14717 34046 49731
25727 5012 20437
29501 30751 83198
32614 49137 89029
42507 36257 92281
8296 5768 53753
44970 37595 86505
26277 2717 68003
22766 2650 29858
23891 16788 89107
39492 19163 20760
5020 5627 35474
19706 48101 1314
43737 3781 40676
8914 11882 40371
38997 33964 75884
47954 1652 89762
45738 34196 45414
8391 40352 20587
28023 10187 52333
32279 908 96241
47461 48211 78935
44960 42189 84232
33502 36541 79046
32261 11400 30510
34374 29702 25988
7362 29488 87784
30831 14393 95880
31947 33055 75964
